triple#	label	id	note	disposition	disposition 2	
13676	inclusion rule	OBI_0500027	MSI	delete		
4425	independent variable specification	OBI_0000750	2009-03-16: work has been done on this term during during the OBI workshop winter 2009 and the current definition was considered acceptable for use in OBI. If there is a need to modify thisdefinition please notify OBI.	separate		
4432	independent variable specification	OBI_0000750	2/2/2009 part of a study specification. Should study specification be part of IAO? Or should this term be part of OBI?	delete		
4433	independent variable specification	OBI_0000750	"2/2/2009 Original definition - In the design of experiments, independent variables are those whose values are controlled or selected by the person experimenting (experimenter) to determine its relationship to an observed phenomenon (the dependent variable). In such an experiment, an attempt is made to find evidence that the values of the independent variable determine the values of the dependent variable (that which is being measured). The independent variable can be changed as required, and its values do not represent a problem requiring explanation in an analysis, but are taken simply as given. The dependent variable on the other hand, usually cannot be directly controlled."	user		explain why def change or separate. Confusingfor user
16998	indirect detection probe	OBI_0000640	NMR device	separate		
13024	informed consent process	OBI_0000810	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
13029	informed consent process	OBI_0000810	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
13032	informed consent process	OBI_0000810	09/28/2009 Alan Ruttenberg: This is made a subclass of the higher level processual entity in BFO because I don't want to take a stand on whether it is a process aggregate. Analogous to the situation with Material entity.	user		TODO: add pointer to discussion
6507	informing investigator of subject study arm	OBI_0000804	"09/28/2009 Alan Ruttenberg. This and the class informing-subject-of-study-arm are defined in order to solve the question of how to represent single and double blind experiments. To represent the aspect of double blinding pertaining to investigators, we say that the study execution doesn't include any processes of this sort"	user		
6508	informing investigator of subject study arm	OBI_0000804	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
6509	informing investigator of subject study arm	OBI_0000804	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
4065	informing subject of study arm	OBI_0000842	09/28/2009 Alan Ruttenberg. This and the class informing-investigator-of-study-arm are defined in order to solve the question of how to represent single and double blind experiments. To represent the aspect of blinding pertaining to subjects (happens in single and double blinding) we say that that the study execution doesn't include any processes of this sort	user		
4066	informing subject of study arm	OBI_0000842	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
4067	informing subject of study arm	OBI_0000842	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
12319	interpreting data	OBI_0000338	2/26/09: RESOLVE Waiting for IAO / Denrie to put in Result / Conclusion	delete		
11531	interquartile-range calculation	OBI_0200122	From Monnie's file comments - need to add spread calculation role but they doesn't exist yet - (editor note added by James Jan 2008)	separate		
18172	interrogation_point	OBI_0400059	DS: Spatial entity?\nAI: Ryan goes back to John Quinn and saks for usage example of this term.	user		TODO: typo. Tracker
5072	intracellular cytokine staining assay	OBI_0000665	2/26i/09: Needs general parent classes	separate		
4311	investigation	OBI_0000066	Could add specific objective specification	separate		is planned process already. Needs specific objective?
12386	investigation agent role	OBI_0000202	Implementing a study means carrying out or performing the study and providing reagents or other materials used in the study and other tasks without which the study would not happen.	user		
12393	investigation agent role	OBI_0000202	"Feb 10, 2009.  changes after discussion at OBI Consortium Workshop Feb 2-6, 2009.  accepted as core term."	separate		
4918	investigation results report	OBI_0000218	There's probably a role that it plays. Would this be considered an outcome? (alan)	delete		TODO: tracker: report would become objective cf IAO
19732	is member of	OBI_0000846	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
19733	is member of	OBI_0000846	2009/10/01 Alan Ruttenberg. Barry prefers generic is-member-of. Question of what the range should be. For now organization. Is organization a population? Would the same relation be used to record members of a population	user		
19741	is member of	OBI_0000846	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
15016	is_manufactured_by	OBI_0000304	http://www.affymetrix.com/products/arrays/specific/hgu133.affx is_manufactered_by http://www.affymetrix.com/ (if we decide to use these URIs for the actual entities)	user	delete	delete
1345	isolation of cell culture supernatant	OBI_0600029	This does not apply to the case where the cells are lysed	user		
6559	JEOL CapNMR probe	OBI_0000635	nmr probe	separate		
15715	JEOL ECA NMR spectrometer	OBI_0000641	NMR instrument	separate		
2965	JEOL ECX NMR spectrometer	OBI_0000625	NMR instrument	separate		
8750	JEOL NMR instrument	OBI_0000600	NMR instrument	separate		
19311	JEOL NMR probe	OBI_0000529	NMR device	separate		
6454	jet_in_air_flow_chamber	OBI_0400061	"DS: a chamber is not an instrument, its a spatial entity...\nAI: Ryan goes back to John Quinn and saks for usage example of this term."	user		TODO: typo. Tracker
11872	killing	OBI_0600006	"difficult to place this properly - JG. Death process (e.g. unscheduled death) is out of scope but should be added somewhere. All killings have death process as a part, but not all death processes are part of a killing."	user		not sure why it's difficult. It is a planned process
14194	kurtosis calculation	OBI_0200124	From Monnie's file comments - need to add moment calculation role but they doesn't exist yet - (editor note added by James Jan 2008)	delete	separate	separate
10345	label role	OBI_0000140	"need to add a restriction that the material entity has the disposition / quality that permits it to be detected, and one way to say this (BP) is that the entity is such that an assay exists that detects the presence of the material entity"	user		
10350	label role	OBI_0000140	"Nucleotides synthesized with the incorporation of biotin were used to synthesize cDNA, which was then detected by adding fluorochrome-conjugated anti-biotin antibody.  the fluorochrome bears label role, the antibody bears detector role, the biotin bears reporter role. may need to change the terms following discussion"	user		TODO: clean up. Which discussion?
10355	label role	OBI_0000140	"we need to sort out probe, detector and reporter"	user		TODO: tracker (point to existing one)
10026	labeling	OBI_0600038	"definition blessed by Allyson, Bjoern, Jay & Randi"	separate		
11334	latin square design	OBI_0500011	MSI	delete		
17259	lavage	OBI_0600044	"This is not washing, in which case the material of interest is not the resulting fluid"	user		
1170	light source	OBI_0400065	"DS: this is a role I guess, not an instrument."	separate	delete	delete - it is an instrument
21088	Liquid chromatography valve	OBI_0000528	chromatography device	separate		
11479	liquid handler	OBI_0400112	"DS: Is this class justified? Its a unnamed class. If so, put a fluidic_system and the fluidic_subsystem as subclasses.\nTW: This is required by MO.\nFG: Or as function."	separate		
11483	liquid handler	OBI_0400112	"DS: Is this class justified? Its a unnamed class. If so, put a fluidic_system and the fluidic_subsystem as subclasses.\nTW: This is required by MO.\nFG & DS: Capture as function.\nAll: Needs to be reviewed, according to query use case. If we keep it its kept as unnamed owl class.\nThe liquid handling class remains but as an undefined class with are unlikely to have children. It is expected that the reasoner would classifiy appropriate classes under this class that meet the have the liquid_handling function relation."	separate		
15821	liquid NMR probe	OBI_0000559	NMR device	separate		
13258	list-mode data file	OBI_0000021	"One example of usage is in the context of flow cytometry, however is not restricted to this community and is more widely used, e.g. by imaging people."	user		
892	liver	OBI_0302743	PRS: Test. added for evaluation and validation of possible imports from CARO (or other anatomical resources)	separate		
19796	logit-log curve fitting	OBI_0200003	"The above definition refers to the 'fully specified' logit-log model. The reduced form of this, when it is assumed that y_0=0, is named 'partially specified' logit-log model."	user		
1304	loop design	OBI_0500009	MO	delete		
6326	lymph node cell	OBI_1110041	could be reformulated with a cross product cell x lymph node	separate		
10921	magic angle spinning rotor	OBI_0000523	NMR instrument	separate		
15934	manufacturing	OBI_0000457	"device creation could be an alternative term. If not, it would be good to clarify in the definition what else distinguishes it from artifact material creation."	delete		
15938	manufacturing	OBI_0000457	This includes a single scientist making a processed material for personal use.	user		
15942	manufacturing	OBI_0000457	Manufacturing implies reproducibility and responsibility AR	user		
19842	matched pairs design	OBI_0500005	MSI	asked philippe		
3991	material combination	OBI_0000652	"created at workshop as parent class for 'adding material into target', which is assymmetric, while combination encompasses all addition processes."	user		TODO:explain
590	material combination objective	OBI_0000686	created at workshop	delete		
9406	material sample role	OBI_0000740	7/13/09: Note that this is a relational role: between the sample taken and the 'sampled' material of which the sample is thought to be representative off.	user		
9407	material sample role	OBI_0000740	6/12/9: Modified in workshop	delete		
1448	material to be added	OBI_1110108	10/26/09: This defined class is used as a 'macro expression' to reduce the  size of the IEDB export	user		
15995	material to be added role	OBI_0000319	9 March 09 from discussion with PA branch	separate		
16311	material_entity	snap#MaterialEntity	"13-02-2009:\nMaterial entity class will be submitted to BFO/CUO for inclusion. When accepted, the class will be imported from BFO/CUO. This follows a decision made of OBI winter meeting 2009."	delete		TODO: add note explaining why we have this class
9280	mathematical feature	OBI_0200140	This class is temporary and will be placed outside of data transformation ultaimtely (if it still remains at all after review)	user		TODO: tracker for JM
19924	mean calculation	OBI_0200079	From Monnie's file comments - need to add moment_calculation and center_calculation roles but they don't exist yet - (editor note added by James Jan 2008)	separate		
16688	median calculation	OBI_0200119	From Monnie's file comments - need to add center_calculation role but it doesn't exist yet - (editor note added by James Jan 2008)	separate		
7735	MHC multimer assay	OBI_0000667	2/26/09 RESOLVE: Need to add a restriction for the 'MHC multimer' as a reagent used	separate		
2170	microarray wash station	OBI_0400119	AL: definition normalised from raw import	delete		
13957	mode calculation	OBI_0200117	From Monnie's file comments - need to add center_calculation role but it doesn't exist yet - (editor note added by James Jan 2008)	separate		
1272	molecular concentration	OBI_0000577	"This term represent a quality of molecular concentration. If there is need for some other sort of concentration - e.g. ratio of counts of cells, another term is needed. \n\nOBI uses a standard unit for representing concentration qualities but this still needs to be decided on. A relation needs to be defined that relates the quality instance to the representation of its quantitative value in the chosen units. See http://en.wikipedia.org/wiki/Concentration\n\nMeasurements of concentration may be in any appropriate unit. Note that precise concentrations are virtually never known.\n\nFinally, note that there is no such thing as a concentration of 0. A concentration is a *relational* quality and so can't exist unless both entities it inheres in exist. However one may may make concentration measurements that turn out not to be about concentrations qualities, if it happens that the scattered molecular aggregate doesn't actually exist."	user		
4883	molecular crosslinker	OBI_0400121	"AL: if we intend that other ontologies can be used in conjunction with OBI, we shouldn't have such a general term used specifically for chemically joining two or more molecules. I'm sure there are other ""crosslinkers"" that are on a much different scale in engineering etc. I have moved the original label to be an alternative term, and have renamed the main label accordingly."	user		
16077	molecular entity	CHEBI#CHEBI_23367	"We are assuming that every molecular entity has to be completely connected by chemical bonds. This excludes protein complexes, which are comprised of minimally two separate molecular entities. We will follow up with Chebi to ensure this is their understanding as well"	delete	user	user
7140	multi-well plate	OBI_0400076	FG this is synonymous with microtitre plate	user		TRACKER: cleanup
18407	n-to-1 design	OBI_0500004	MSI	delete		
10003	NMR console	OBI_0000499	"NMR instrument, TODO: same as or part of acquisition computer?"	separate		
4192	NMR instrument	OBI_0000566	NMR instrument	separate		
17363	NMR magnet	OBI_0000517	NMR instrument	separate		
16612	NMR probe	OBI_0000516	NMR instrument	separate		
13272	NMR sample holder	OBI_0000484	NMR device	separate		
10179	NMR sample tube	OBI_0000578	NMR device	separate		
8869	NMR tube washing system	OBI_0000498	NMR instrument	separate		
4250	non-specific labeling	OBI_0600019	"definition blessed by Allyson, Bjoern, Jay & Randi"	separate		
17713	Notified_Body role	OBI_0000056	"Notified Body (NB). A private institution charged by the Competent Authority with verifying compliance of medical devices (not drugs) with the applicable Essential Requirements stated in the Medical Device Directive. This process, called Conformity Assessment, has EU-wide validity once completed by the NB."	user		
781	nucleic acid	CHEBI#CHEBI_33696	"should be imported from chebi. DNA, RNA should be subclasses. We need this to reference during cloning processes"	delete		
14418	nucleic acid extraction	OBI_0666667	requested by Helen Parkinson for MO. Could be defined class	separate		
2271	nucleic acid template role	OBI_0000409	19 feb 2009.  this should move under reference role; need to clarify the meaning that is it used to copy DNA or RNA	user	delete	delete - has been moved
19430	number of lost events computer	OBI_0000269	quantity	delete		
12658	number of lost events electronic	OBI_0000125	quantity	delete		
19587	number of particles in subset	OBI_0000119	quantity	delete		
14057	nutrient role	OBI_0000204	19 Feb 2009; old def: A nutrient role is a role played by a substance used in an organism's metabolism which is taken in from the environment and provides nourishment.	separate		
12698	object acquisition	OBI_0600010	"Bjoern is concerned that information such as model number and serial number are to be associated with the process. Others contend that these are associated, perhaps as labels, to the instances that are the participants."	user		
21034	objective_achieved_by	OBI_0000833	definition needs clean up to indicate directrionality	user		TODO: typo. Tracker
6593	obsolete disease course	OBI_0000354	duplicate	obsolete		
7938	obsolete__biomaterial(deprecated)	OBI_0000098	"call Jan11 2008: Proposal to keep Biomaterial as name of the branch, but with the following definition: object and has_role (sample role or reagent role).. While Device would be an object and ((has_role some instrument_role) or (has_part some (has_role some instrument_role)))"	obsolete		
7942	obsolete__biomaterial(deprecated)	OBI_0000098	"Domain of an object property ""has_role_which_can_only_be_played_by_biomaterial_entity""  in obi before split, Range: ?role_which_can_only_be_played_by_biomaterial_entity (LF 040907)."	obsolete		
21107	obsolete__chemical entity (import_from ChEBI)	OBI_0000336	Import of ChEBI ontology	obsolete		
4985	obsolete__GO molecular function placeholder	OBI_0000282	This placeholder is a stub for molecular functions from GO that OBI will need for assay reagent (BB:2008-01-30).	obsolete		
11139	obsolete_?all kind ofl lavage	OBI_0302718	PRS:22-02-2008: see bronchial alveolar lavage under experimental biomaterial entity	obsolete		
19186	obsolete_?organism status	OBI_0100050	THIS IS PROBABLY A QUALITY.  JAMES	obsolete		
6911	obsolete_algorithm	OBI_0000270	replaced by IAO_0000064	obsolete		
3227	obsolete_allele	OBI_0100003	bin under common 'Genotype' Placeholder. Do we also want recessive_allele etc? as Children or are these qualities. HP will check with PATO	obsolete		
13748	obsolete_amino acid	OBI_0100070	TEMP FOR NOW FOR STRUCTURE - MAY NEED TO REMOVE THIS.  JAMES	obsolete		
3897	obsolete_animal	OBI_0100076	"MC: definition not satisfying, it tells more about the difference between plant and animal than what is an animal."	obsolete		
5878	obsolete_artificially engineered biomaterial	OBI_0100037	THIS IS NOT A GOOD PARENT CONCEPT - THIS SHOULD BE A QUALITY.  JAMES	obsolete		
7777	obsolete_author role	OBI_0000357	moved to IAO	obsolete		
7778	obsolete_author role	OBI_0000357	move to IAO	obsolete
3767	obsolete_background correction	OBI_0200009	Obsolete as now replaced with objective background correction	obsolete
11692	obsolete_binary digital entity	OBI_0000244	digital_entity	obsolete
11699	obsolete_binary digital entity	OBI_0000244	replaced by IAO_0000019	obsolete
7323	obsolete_binary executable	OBI_0000222	replaced by IAO_0000222	obsolete
3059	obsolete_Biologic	OBI_0000267	"CDISC: variable. 1. Any quantity that varies; any attribute, phenomenon or event that can have different qualitative or quantitative values. 2. In SDTM variables are used to describe observations. Such describing variables have roles that determine the type of information conveyed by the variable about each observation and how it can be used; FCR: Variables concepts that can be assigned values and thus must be defined operationally by the methods for measuring or evaluating them; CDISC: study variable. A term used in trial design to denote a variable to be captured on the CRF. See also variable, supporting variable"	obsolete
16427	obsolete_biomolecule	OBI_0100022	MC: do we want a sibling to include chemicals for example?	obsolete
18234	obsolete_biosource provider	OBI_0100040	THIS IS A ROLE.  James	obsolete
14692	obsolete_cell derived from multicellular organism	OBI_0100034	"added as hierarchy term\nHMMM.. THE CONCEPT HERE IS CELL, ITS ORIGIN IS A DIFFERENT CONCEPT LINKED BY A RELTION SUCH AS ORIGNATED_FROM OR SIMILAR.  SUGGEST REMOVE THIS AND ADD APPROPRIATE RELATION. JAMES"	obsolete
13488	obsolete_cellular compartment	OBI_0100054	possible import from GO or From  CARO	obsolete
7384	obsolete_cohort	OBI_0100019	10/02/2008: PRS - Should be a child of population (we now do away with agregate object for the moment)	obsolete
19005	obsolete_Conclusion	OBI_0000005	replaced by IAO_0000035	obsolete
8858	obsolete_contour plot	OBI_0000246	replaced by IAO_0000057	obsolete
8860	obsolete_contour plot	OBI_0000246	generically_dependent_continuants	obsolete
4225	obsolete_curation status	OBI_0000266	replaced by IAO_0000078	obsolete
18423	obsolete_data	OBI_0000670	obsoleted per tracker item http://sourceforge.net/tracker/index.php?func=detail&aid=2581822&group_id=177891&atid=886178	obsolete
18294	obsolete_data format specification	OBI_0000187	replaced by IAO_0000098	obsolete
19134	obsolete_data set	OBI_0000042	replaced by IAO_0000100	obsolete
13480	obsolete_datum	OBI_0000305	was measurement. (alan) Is this the old quantitative value? If so need to change cardinal part of stuff. I think the value and units should be on special relations and that the value should not be a BFO entity.	obsolete
13482	obsolete_datum	OBI_0000305	replaced by IAO_0000109	obsolete
21176	obsolete_density plot	OBI_0000179	generically_dependent_continuants	obsolete
21178	obsolete_density plot	OBI_0000179	replaced by IAO_0000079	obsolete
15842	obsolete_dependent_bearers	OBI_0000362	"The question of each of these, is what is the bearer. It seems that these might not be independent continuants and therefore not reasonable bearers of dependents."	obsolete
6022	obsolete_derived data item	OBI_0000677	obsoleted per tracker item http://sourceforge.net/tracker/index.php?func=detail&aid=2581822&group_id=177891&atid=886178	obsolete
1199	obsolete_device function	OBI_0400167	"Daniel Schober: Bill, please check ID and definition"	obsolete
20298	obsolete_differentiation state	OBI_0100042	PRS: Should be 'cellular differentiation state' and should be moved to quality or dependent continuant branch	obsolete
12377	obsolete_digital document	OBI_0000195	replaced by IAO_0000105	obsolete
10411	obsolete_digital entity	OBI_0000261	replaced by IAO_0000012	obsolete
4538	obsolete_diplotype	OBI_0100004	MC: is diplotype a diploid genotype? (cf haplotype)	obsolete
4545	obsolete_diplotype	OBI_0100004	"PRS: see reference, it stands for disomic genotype and it is also referred to as "" The combination of two haplotypes is called the diplotype"" from PMID:15274749 even though no details are given on the type of combinaition"	obsolete
21013	obsolete_disease	OBI_0000155	duplicate with IEDB term.	obsolete
21014	obsolete_disease	OBI_0000155	rem1: BP - placed into quality. needs to be discussed	obsolete
21015	obsolete_disease	OBI_0000155	"rem0: BS did not view disease as a process, and indeed it is now a child of dependent continuant."	obsolete
21016	obsolete_disease	OBI_0000155	moved from TheRest.OWL to Quality branch by James M 2/6/08	obsolete
10547	obsolete_dot plot	OBI_0000123	replaced by IAO_0000123	obsolete
10549	obsolete_dot plot	OBI_0000123	generically_dependent_continuants	obsolete
2882	obsolete_dye	OBI_1000209	REALLY NOT SURE IF THIS IS A ROLE OR BIOMATERIAL.  JAMES	obsolete
13328	obsolete_ecotype	OBI_0100012	"PRS: Following discussion on biomaterial branch related to taxonomic order,strain and species, this class might get deprecated or submitted to role branch"	obsolete
13758	obsolete_emulsion	OBI_0100047	MC: should be a state	obsolete
20490	obsolete_enrolled population role	OBI_0000178	The group of eligible participants that agreed to participate in the trial and signed the informed consent.	obsolete
8249	obsolete_environmental matter	OBI_0000256	(formerly known as environmental sample)	obsolete
8251	obsolete_environmental matter	OBI_0000256	PRS:19032008: change label from site_sample to environmental sample to match definition. site_sample demoted to alternative term	obsolete
8260	obsolete_environmental matter	OBI_0000256	PRS: 110508: Possible Import from ENVO:00010483	obsolete
8261	obsolete_environmental matter	OBI_0000256	Biom call - January 2009: \nInteraction with ENVO: \n- ENVO will place their terms under 'material entity' instead of 'environmental matter'\n- They will use a quality / role that indicates that a given material entity is a 'living environment'. \n- We can import now ENVO terms under material entity (rocks / oil / soil /...)	obsolete
18196	obsolete_enzyme	OBI_0100023	MC: should be child of a class protein	obsolete
7641	obsolete_ex-vivo_state	OBI_0000259	"rem0: (AL) One of in-vitro state/ex-vivo state should be deleted, and made a synonym of the remaining term."	obsolete
9049	obsolete_experimental biomateral entity	OBI_0100059	"DS: what is this? Does the  'experimental' here refer to the biomaterials role in an experiment?  Or does this refer to the metadata level, e.g. indicating this class'  experimental status?"	obsolete
4345	obsolete_Experimental factor	OBI_0000008	"A variable is a Study role assigned to a particular measurable or observable outcome; also marker, biomarker, biological marker"	obsolete
15283	obsolete_Finding	OBI_0000120	CDISC definition: a meaningful interpretation of data or observations resulting from planned evaluations.	obsolete
19348	obsolete_genetic modification	OBI_0100043	"GENETIC MODIFICATION" TO ME SOUNDS LIKE AN ACTION - NOT SURE HOW WE DEAL WITH THIS ONE.	obsolete
19349	obsolete_genetic modification	OBI_0100043	PRS: move to plan and planned processes and possibly send to dependentcontinuant branch or PATO a quality such as 'genetically modified'	obsolete
2315	obsolete_genotype	OBI_0100006	"THIS ALSO SOUNDS LIKE NON-REALIZABLE INFORMATION ENTITY TO ME, HENCE DENRIE.  JAMES\nIT IS CURRENTLY A PLACEHOLDER. Philippe"	obsolete
16245	obsolete_Global assessment variable	OBI_0000036	"CDISC definition: global assessment variable. A single variable, usually a scale of ordered categorical ratings, which integrates objective variables and the investigator's overall impression about the state or change in state of a subject."	obsolete
1074	obsolete_haplotype	OBI_0100005	MC: definition says it is a haploid genotype. Should be a subclass of genotype then	obsolete
12544	obsolete_histologic preparation	OBI_0302719	PRS 22-02-2008	obsolete
7582	obsolete_homo sapiens	OBI_0000263	PRS: a person is material entity instantiating an organism human	obsolete
7593	obsolete_homo sapiens	OBI_0000263	10/13/09: Was obsoleted as discussed in http://sourceforge.net/tracker/?func=detail&aid=2843699&group_id=177891&atid=886178\nUse the 'homo sapiens' class imported from the NCBI taxonomy instead.	obsolete
7596	obsolete_homo sapiens	OBI_0000263	"Was changed from person to homo sapiens and alternative term: ''natural person', definition  ""This is a common offshore legal term meaning a living breathing person as opposed to an unnatural person such as a corporation"" Source: Alan Ruttenberg: http://www.google.com/search?client=safari&rls=en&q=define%3Anatural+person&ie=UTF-8&oe=UTF-8"	obsolete
17301	obsolete_homogenous substance	OBI_1000005	"DS: Create alternative terms material or matter then, and move up in hierarchy..."	obsolete
17305	obsolete_homogenous substance	OBI_1000005	PRS: homogeneous and heterogeneous will be submitted to PATO following BM140308 call	obsolete
11898	obsolete_hyphenated NMR instrument platform	OBI_0000460	NMR instrument	separate
12046	obsolete_hypothesis	OBI_0000074	2009-02-28: falsifiable versus testable	obsolete
12056	obsolete_hypothesis	OBI_0000074	2009-02-28: work on this term has been finalized during the OBI workshop winter 2009	obsolete
12057	obsolete_hypothesis	OBI_0000074	discussion on the tracker\nhttp://sourceforge.net/tracker/index.php?func=detail&aid=1887478&group_id=177891&atid=886178	obsolete
15656	obsolete_image	OBI_0000030	replaced by IAO_0000101	obsolete
10516	obsolete_in vivo biomaterial	OBI_0100033	"This is a place holder, indicating that we have trouble dealing with the state / site of biomaterials, i.e. in vivo, ex vivo, in vitro\nTHIS IS NOT A CONCEPT FOR BIOMATERIAL - LIKELY A QUALITY.  JAMES"	obsolete
19381	obsolete_information artifact	OBI_0000080	replaced by IAO_0000030	obsolete
14606	obsolete_information content entity	OBI_0000142	replaced by IAO_0000030	obsolete
14607	obsolete_information content entity	OBI_0000142	information_content_entity 'is_encoded_in' some digital_entity in obi before split (040907). information_content_entity 'is_encoded_in' some physical_document in obi before split (040907).	obsolete
522	obsolete_instruction trigger	OBI_0000349	replaced by IAO_0000001	obsolete
17514	obsolete_instrument	OBI_0400003	"rem1: At the meeting in Philly I wrote that BS said that it should be a count term, such as a set of instruments. By allowing connected devices we avoid the problem of things like LCMS being considered separate items, since we have a number of discrete functions like separation, making things fly, monitoring the charge and mass of what flies etc that are all part of a single machine.\nFG: Get rid of it and make it a defined class under device"	obsolete
11413	obsolete_Intervention variable	OBI_0000152	"CDISC definition: intervention. The drug, device, therapy or process under investigation in a clinical trial which has an effect on outcome of interest in a study: e.g., health-related quality of life, efficacy, safety, pharmacoeconomics. Synonyms: therapeutic intervention, medical product. See also: test articles; devices;.  medicinal product. Synonym for therapeutic intervention, but usually a drug."	obsolete
6697	obsolete_investigation site role	OBI_0000225	solution2: site is related to trial used located_in relation - site can bear the role	obsolete
6701	obsolete_investigation site role	OBI_0000225	"solution1: is a physical location, should maybe go under processual context, and then be used in conjunction with the located relation"	obsolete
6704	obsolete_investigation site role	OBI_0000225	site is a material (building) having the role site	obsolete
998	obsolete_journal article content	OBI_0000159	replaced by IAO_0000013	obsolete
16117	obsolete_labware function	OBI_0900005	"How does this relate to an object such as the enzyme-coated plate used in an ELISA protocol application?  The plate itself is a type of labware, but the enzyme is a reagent.(BB:2007-07-10)."	obsolete
11075	obsolete_liquid chemical solution	OBI_0100045	added as hierarchy term	obsolete
11082	obsolete_liquid chemical solution	OBI_0100045	"moved here following BM140308-call from molecular mixture (a class which has been deprecated, i.e. moved to obsolete.owl"	obsolete
10714	obsolete_mass spectrometry assay	OBI_0000183	8/26/09: obsoleted because this it was duplicated in OBI_0000470	obsolete
11803	obsolete_material entity	OBI_0000141	"Because OBI spans many levels of granularity, we can't effectively use the BFO three level granularity model. Thus we erase the difference using this strategy of saying it is any of the material like entities in BFO"	obsolete
11810	obsolete_material entity	OBI_0000141	replaced by IAO_0000018	obsolete
13935	obsolete_measured data item	OBI_0000126	obsoleted per tracker item http://sourceforge.net/tracker/index.php?func=detail&aid=2581822&group_id=177891&atid=886178	obsolete
12649	obsolete_measurement unit	OBI_0000176	agree	obsolete
12653	obsolete_measurement unit	OBI_0000176	replaced by IAO_0000003	obsolete
16683	obsolete_medical institution role	OBI_0000128	"External definitions.  CDISC:  Any public or private entity or agency or medical or dental facility where clinical trials are conducted. [ICH].  An independent body constituted of medical, scientific, and non-scientific members; study-site (RCT schema)"	obsolete
5290	obsolete_Metabolite	OBI_0000087	output of a process	obsolete
13316	obsolete_microarray function	OBI_0400172	DS: This and its subclasses are experimantal classes added purely for experimentation and implementation of a simple use case.	obsolete
12849	obsolete_molecular mixture	OBI_0100044	"PRS:22022008\nfrom the current definition, it sounds like an bfo:agregate object with a possibility to become a child of collection-> hence change curation status by adding temporary graph position"	obsolete
5693	obsolete_monomer	OBI_0100068	obsoleted as not required - if it is required in future this should be mireoted	obsolete
958	obsolete_multi-tissue structure	OBI_0302722	PRS:22022008:possible import from CARO dbxref=CARO:0000055	obsolete
6501	obsolete_multicellular entity of organismal origin (Should be deprecated!)	OBI_0100057	"multicellular entity of organismal origin ""has role"" some ex-vivo state in obi before split (LF 040907)."	obsolete
14360	obsolete_narrative object	OBI_0000013	"agree - DENRIE. Issue(alan) do we only mean text? What about a story told by mime. Does music count? (no) what about an oral report. Regarding definition, saying it is a set of propositions means we loose the idea that wording matters. Maybe adjust saying a narrative object has some relationshop to a set of propositions"	obsolete
14363	obsolete_narrative object	OBI_0000013	replaced by IAO_0000006	obsolete
19665	obsolete_natural biomaterial	OBI_0100007	DS: Assign metadata and ID\n  THIS IS NOT A GOOD PARENT CONCEPT - THIS SHOULD BE A QUALITY.  JAMES	obsolete
5646	obsolete_non-realizable information entity	OBI_0000046	replaced by IAO_0000100	obsolete
5648	obsolete_non-realizable information entity	OBI_0000046	top level	obsolete
3243	obsolete_normalized	OBI_0302881	"20091024, Melanie Courtot: this class was asserted under conferred qualities. After updating it is now redundant with the defined class normalized data set OBI_0000451 which should be used instead."	obsolete
3244	obsolete_normalized	OBI_0302881	would have to inhere in data - nono. Is this related to the objective	obsolete
15132	obsolete_number	OBI_0000095	Was 'value'	obsolete
15401	obsolete_obi_function	OBI_0900000	Daniel Schober: I think obi_function should be trashed.	obsolete
15403	obsolete_obi_function	OBI_0900000	"Still debating whether Assay_function, Assessment_function (sub-class of Assay_function), and Algorithm_function have any meaning in a BFO context, where function appears to be intended to inhere only in independent material continuants (BB:2007-07-10)."	obsolete
6796	obsolete_objective specification	OBI_0000217	"Answers the question, why did you do this experiment?"	obsolete
6798	obsolete_objective specification	OBI_0000217	replaced by IAO_0000005	obsolete
572	obsolete_patent content	OBI_0000028	"need to distinguish the patent submission (which I think the term refers to) and the patent itself, which is what confers the rights. (Alan) Renamed from patent to patent submission. [Isn't the submission like a recipe, in that it tells you how to do something? no] Cristian: what is the difference b/w some document that has been patented, and the same document that has not been patented? The (informational) content is the same. It is just that the former has been encapsulated within some social mechanism, hence it has acquired some role. Hence 'patent' is a role."	obsolete
11746	obsolete_peptide	OBI_0100083	TEMP FOR NOW FOR STRUCTURE - MAY NEED TO REMOVE THIS.  JAMES\nHAS PART_OF RELATION WITH POLYPEPTIDE CONCEPT\nHAS MADE_UP_OF RELATION WITH AMINO ACID CONCEPT.  JAMES	obsolete
6194	obsolete_plan specification	OBI_0000344	Alternative previous definition: a plan is a set of instructions that specify how an objective should be achieved	obsolete
6203	obsolete_plan specification	OBI_0000344	replaced by IAO_0000104	obsolete
